0,1
75.0,5.7
69.0,5.8999999999999995
46.0,6.0
41.0,6.1000000000000005
98.0,6.1000000000000005
1.0,6.2
14.0,6.2
45.0,6.3
64.0,6.3
73.0,6.3
81.0,6.3
67.0,6.4
99.0,6.4
51.0,6.5
3.0,6.6
13.0,6.6
24.0,6.6
37.0,6.6
38.0,6.6
52.0,6.6
77.0,6.6
85.0,6.6
5.0,6.7
8.0,6.7
15.0,6.7
31.0,6.7
47.0,6.7
53.0,6.7
58.0,6.7
63.0,6.7
89.0,6.7
44.0,6.800000000000001
68.0,6.800000000000001
91.0,6.800000000000001
94.0,6.800000000000001
20.0,6.9
23.0,6.9
27.0,6.9
43.0,6.9
61.0,6.9
80.0,6.9
90.0,6.9
96.0,6.9
4.0,7.0
10.0,7.0
76.0,7.0
84.0,7.0
0.0,7.1000000000000005
74.0,7.1000000000000005
92.0,7.1000000000000005
7.0,7.2
17.0,7.2
40.0,7.2
97.0,7.2
35.0,7.3
36.0,7.3
65.0,7.9
1.0,12.200000000000001
81.0,12.8
24.0,13.5
64.0,14.0
90.0,14.3
38.0,14.5
63.0,16.6
24.0,21.8
90.0,23.8
38.0,27.8
0.0,28.0
1.0,28.099999999999998
7.0,28.200000000000003
64.0,28.3
84.0,28.5
13.0,28.6
5.0,28.8
27.0,28.8
41.0,28.900000000000002
46.0,29.0
58.0,29.0
24.0,29.300000000000004
63.0,29.300000000000004
48.0,29.5
10.0,29.8
15.0,29.8
31.0,29.900000000000002
81.0,29.900000000000002
90.0,29.900000000000002
2.0,30.0
97.0,30.0
92.0,30.3
40.0,30.4
14.0,30.8
8.0,30.9
67.0,31.0
12.0,31.200000000000003
7.0,34.9
38.0,35.0
1.0,35.1
23.0,35.8
24.0,35.8
84.0,35.8
5.0,36.0
10.0,36.0
81.0,36.3
63.0,36.6
97.0,36.6
31.0,36.7
58.0,36.7
92.0,36.7
11.0,36.8
13.0,36.8
90.0,36.8
14.0,37.00000000000001
33.0,37.00000000000001
67.0,37.1
41.0,37.2
77.0,37.3
12.0,37.5
57.0,37.5
75.0,37.6
40.0,37.7
44.0,38.1
36.0,38.900000000000006
7.0,41.0
1.0,41.300000000000004
38.0,41.6
24.0,42.0
81.0,42.5
31.0,43.1
14.0,43.300000000000004
33.0,43.7
63.0,43.8
11.0,43.9
12.0,44.1
23.0,44.2
75.0,44.50000000000001
40.0,45.00000000000001
41.0,45.00000000000001
57.0,45.00000000000001
58.0,45.00000000000001
10.0,45.1
76.0,45.5
44.0,45.900000000000006
77.0,46.2
7.0,46.8
1.0,47.900000000000006
38.0,48.1
24.0,48.199999999999996
81.0,48.400000000000006
31.0,49.800000000000004
53.0,49.800000000000004
33.0,50.1
14.0,50.300000000000004
63.0,50.6
11.0,50.7
75.0,51.4
57.0,51.9
23.0,52.1
12.0,52.4
40.0,52.50000000000001
7.0,52.7
41.0,52.7
74.0,52.7
52.0,53.00000000000001
76.0,54.0
77.0,54.0
1.0,54.1
81.0,54.400000000000006
90.0,54.400000000000006
38.0,55.1
58.0,55.900000000000006
24.0,56.400000000000006
33.0,56.5
31.0,56.6
